Gene	Chr	Start	End	SNP	Pvalue	FINEMAP	SMR	Network	Overlap
OR8B12	11	124412578	124413575	rs12282735	2.103e-08	FALSE	FALSE	FALSE	FALSE
OR8A1	11	124439893	124441037	rs12282735	2.103e-08	FALSE	FALSE	FALSE	FALSE
PANX3	11	124481386	124490252	rs12282735	2.103e-08	FALSE	FALSE	FALSE	FALSE
SIAE	11	124503009	124565603	rs12541	3.95e-13	FALSE	FALSE	FALSE	FALSE
SPA17	11	124543694	124567414	rs12541	3.95e-13	FALSE	FALSE	FALSE	FALSE
NRGN	11	124609742	124617106	rs12541	3.95e-13	FALSE	FALSE	FALSE	FALSE
VSIG2	11	124617368	124622134	rs12541	3.95e-13	FALSE	FALSE	FALSE	FALSE
ESAM	11	124622026	124632186	rs12541	3.95e-13	FALSE	FALSE	FALSE	FALSE
MSANTD2	11	124636394	124670569	rs12541	3.95e-13	FALSE	FALSE	FALSE	FALSE
SNX19	11	130745331	130786404	rs10894308	2.281e-09	FALSE	FALSE	FALSE	FALSE
OPCML	11	132284871	133402414	rs3016384	4.644e-14	TRUE	FALSE	FALSE	FALSE
SPATA19	11	133710526	133715433	rs4936215	2.827e-14	FALSE	FALSE	FALSE	FALSE
IGSF9B	11	133778459	133826880	rs4936215	2.827e-14	FALSE	FALSE	FALSE	FALSE
JAM3	11	133938820	134021896	rs4936215	2.827e-14	FALSE	FALSE	FALSE	FALSE
GLB1L3	11	134144139	134189458	rs893949	2.372e-13	FALSE	FALSE	FALSE	FALSE
GLB1L2	11	134201768	134248235	rs893949	2.372e-13	FALSE	FALSE	FALSE	FALSE
B3GAT1	11	134248398	134281812	rs893949	2.372e-13	FALSE	FALSE	FALSE	FALSE
PIANP	12	6802958	6809966	rs11064369	3.544e-08	FALSE	FALSE	FALSE	FALSE
COPS7A	12	6832907	6841041	rs11064369	3.544e-08	FALSE	FALSE	TRUE	FALSE
MLF2	12	6857170	6876641	rs11064369	3.544e-08	FALSE	FALSE	FALSE	FALSE
PTMS	12	6874682	6880116	rs11064369	3.544e-08	FALSE	FALSE	FALSE	FALSE
LAG3	12	6881678	6887621	rs11064369	3.544e-08	FALSE	FALSE	FALSE	FALSE
CD4	12	6896024	6929974	rs11064369	3.544e-08	FALSE	FALSE	FALSE	FALSE
TMTC1	12	29653773	29937692	rs302317	3.68e-11	TRUE	FALSE	FALSE	FALSE
CPNE8	12	39040624	39301232	rs1463209	3.302e-09	FALSE	FALSE	FALSE	FALSE
KIF21A	12	39687030	39837192	rs1463209	3.302e-09	FALSE	FALSE	FALSE	FALSE
ABCD2	12	39943835	40013553	rs1463209	3.302e-09	FALSE	FALSE	FALSE	FALSE
C12orf40	12	40019969	40302102	rs1463209	3.302e-09	FALSE	FALSE	FALSE	FALSE
RACGAP1	12	50370706	50426919	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
ASIC1	12	50451331	50477394	rs578470	1.294e-09	FALSE	FALSE	TRUE	FALSE
SMARCD1	12	50478755	50494495	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
GPD1	12	50497602	50505102	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
COX14	12	50505762	50514240	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
CERS5	12	50523575	50561288	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
LIMA1	12	50569571	50677329	rs578470	1.294e-09	FALSE	FALSE	TRUE	FALSE
FAM186A	12	50720013	50790405	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
LARP4	12	50786166	50873787	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
DIP2B	12	50898768	51142450	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
ATF1	12	51157493	51214905	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
TMPRSS12	12	51236703	51281667	rs578470	1.294e-09	FALSE	FALSE	FALSE	FALSE
EIF4B	12	53399942	53435993	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
SPRYD3	12	53458388	53473204	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
IGFBP6	12	53491220	53496129	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
SOAT2	12	53497302	53518322	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
CSAD	12	53551447	53575135	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
ZNF740	12	53574484	53584596	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
ITGB7	12	53585102	53601091	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
RARG	12	53604354	53626764	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
MFSD5	12	53645035	53648189	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
ESPL1	12	53662083	53687427	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
PFDN5	12	53689075	53693234	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
C12orf10	12	53693470	53700961	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
AAAS	12	53701240	53718648	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
SP7	12	53720362	53739099	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
SP1	12	53773960	53810230	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
AMHR2	12	53817639	53825318	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
PRR13	12	53835389	53840429	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
PCBP2	12	53835525	53874946	rs61928076	2.499e-08	FALSE	FALSE	TRUE	FALSE
MAP3K12	12	53874274	53893847	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
TARBP2	12	53894705	53900215	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
NPFF	12	53900474	53901422	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
ATF7	12	53901640	54020199	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
ATP5G2	12	54026510	54071192	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
CALCOCO1	12	54104903	54121529	rs61928076	2.499e-08	FALSE	FALSE	FALSE	FALSE
SDR9C7	12	57316938	57328189	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
RDH16	12	57345219	57353158	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
GPR182	12	57388230	57390468	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
ZBTB39	12	57392618	57400230	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
TAC3	12	57403784	57422667	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
MYO1A	12	57422301	57444982	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
NAB2	12	57482677	57489259	rs61937595	4.176e-15	TRUE	FALSE	FALSE	FALSE
STAT6	12	57489191	57525922	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
LRP1	12	57522276	57607134	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
NXPH4	12	57610578	57620232	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
SHMT2	12	57623110	57628718	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
NDUFA4L2	12	57628686	57634498	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
STAC3	12	57637236	57644976	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
R3HDM2	12	57643392	57824788	rs61937595	4.176e-15	TRUE	FALSE	FALSE	FALSE
INHBC	12	57828543	57844611	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
INHBE	12	57846106	57853063	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
GLI1	12	57853918	57866045	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
ARHGAP9	12	57866038	57882597	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
MARS	12	57869228	57911352	rs61937595	4.176e-15	FALSE	FALSE	FALSE	FALSE
RAB21	12	72148654	72184699	rs61924144	8.267e-09	FALSE	FALSE	TRUE	FALSE
TBC1D15	12	72233487	72320629	rs61924144	8.267e-09	FALSE	FALSE	FALSE	FALSE
TPH2	12	72332626	72580398	rs61924144	8.267e-09	FALSE	FALSE	FALSE	FALSE
KCNC2	12	75433857	75603648	rs12315638	5.9e-09	FALSE	FALSE	FALSE	FALSE
POC1B	12	89813495	89919801	rs10777187	1.429e-08	FALSE	FALSE	FALSE	FALSE
POC1B-GALNT4	12	89913185	89920039	rs10777187	1.429e-08	FALSE	FALSE	FALSE	FALSE
GALNT4	12	89913185	89920039	rs10777187	1.429e-08	FALSE	FALSE	FALSE	FALSE
ATP2B1	12	89981828	90103077	rs10777187	1.429e-08	FALSE	FALSE	TRUE	FALSE
NDUFA12	12	95290831	95397546	rs6538539	2.661e-10	FALSE	FALSE	FALSE	FALSE
ANKS1B	12	99120235	100378432	rs513022	2.467e-08	FALSE	FALSE	FALSE	FALSE
HSP90B1	12	104323885	104347423	rs10861176	1.477e-08	FALSE	FALSE	FALSE	FALSE
C12orf73	12	104343980	104359486	rs10861176	1.477e-08	FALSE	FALSE	FALSE	FALSE
TDG	12	104359582	104382652	rs10861176	1.477e-08	FALSE	FALSE	FALSE	FALSE
GLT8D2	12	104382762	104457961	rs10861176	1.477e-08	FALSE	FALSE	FALSE	FALSE
HCFC2	12	104458235	104498639	rs10861176	1.477e-08	FALSE	FALSE	FALSE	FALSE
NFYB	12	104510855	104532067	rs10861176	1.477e-08	FALSE	FALSE	FALSE	FALSE
TXNRD1	12	104609557	104744061	rs10861176	1.477e-08	TRUE	FALSE	FALSE	FALSE
EID3	12	104697517	104698980	rs10861176	1.477e-08	FALSE	FALSE	FALSE	FALSE
WSCD2	12	108523248	108644314	rs3764002	2.917e-09	TRUE	FALSE	FALSE	FALSE
CMKLR1	12	108681821	108733118	rs3764002	2.917e-09	FALSE	FALSE	FALSE	FALSE
FAM222A	12	110152033	110208312	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
TRPV4	12	110220890	110271212	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
GLTP	12	110288748	110318293	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
TCHP	12	110338069	110421646	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
GIT2	12	110367607	110434194	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
ANKRD13A	12	110436991	110477568	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
C12orf76	12	110465872	110511491	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
IFT81	12	110562140	110656602	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
ATP2A2	12	110718561	110788898	rs4766428	1.563e-16	TRUE	FALSE	FALSE	FALSE
ANAPC7	12	110810705	110841535	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
ARPC3	12	110872630	110888227	rs4766428	1.563e-16	FALSE	FALSE	TRUE	FALSE
GPN3	12	110890289	110907073	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
FAM216A	12	110906169	110928190	rs4766428	1.563e-16	FALSE	TRUE	FALSE	FALSE
VPS29	12	110928902	110939922	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
RAD9B	12	110939460	110969891	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
PPTC7	12	110969120	111021125	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
TCTN1	12	111051832	111087235	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
HVCN1	12	111065646	111142755	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
PPP1CC	12	111157485	111180744	rs4766428	1.563e-16	FALSE	FALSE	TRUE	FALSE
CCDC63	12	111284573	111345339	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
MYL2	12	111348623	111358526	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
CUX2	12	111471828	111788358	rs4766428	1.563e-16	FALSE	FALSE	FALSE	FALSE
CABP1	12	121078355	121105127	rs2649999	8.614e-10	FALSE	FALSE	FALSE	FALSE
MLEC	12	121124672	121139667	rs2649999	8.614e-10	FALSE	FALSE	FALSE	FALSE
UNC119B	12	121148238	121161443	rs2649999	8.614e-10	FALSE	FALSE	FALSE	FALSE
ACADS	12	121163538	121177811	rs2649999	8.614e-10	FALSE	FALSE	FALSE	FALSE
SPPL3	12	121200313	121342174	rs2649999	8.614e-10	FALSE	FALSE	FALSE	FALSE
HNF1A	12	121416346	121440315	rs2649999	8.614e-10	FALSE	FALSE	FALSE	FALSE
C12orf43	12	121440225	121454305	rs2649999	8.614e-10	TRUE	FALSE	FALSE	FALSE
OASL	12	121458095	121477045	rs2649999	8.614e-10	FALSE	FALSE	FALSE	FALSE
P2RX7	12	121570622	121623876	rs2686386	1.709e-09	FALSE	FALSE	FALSE	FALSE
P2RX4	12	121647660	121671909	rs2686386	1.709e-09	FALSE	FALSE	FALSE	FALSE
CAMKK2	12	121675497	121736111	rs2686386	1.709e-09	FALSE	FALSE	FALSE	FALSE
WDR66	12	122355768	122441833	rs61952922	3.131e-10	FALSE	FALSE	FALSE	FALSE
BCL7A	12	122457328	122499948	rs61952922	3.131e-10	FALSE	FALSE	FALSE	FALSE
MLXIP	12	122516628	122631894	rs61952922	3.131e-10	FALSE	TRUE	FALSE	FALSE
LRRC43	12	122652285	122688018	rs61952922	3.131e-10	FALSE	FALSE	FALSE	FALSE
IL31	12	122656577	122658746	rs61952922	3.131e-10	FALSE	FALSE	FALSE	FALSE
B3GNT4	12	122688090	122693499	rs61952922	3.131e-10	FALSE	FALSE	FALSE	FALSE
DIABLO	12	122692210	122712081	rs61952922	3.131e-10	FALSE	FALSE	FALSE	FALSE
VPS33A	12	122714111	122751068	rs61952922	3.131e-10	FALSE	FALSE	FALSE	FALSE
CLIP1	12	122755979	122907179	rs61952922	3.131e-10	FALSE	FALSE	TRUE	FALSE
HCAR1	12	123104824	123215390	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
HCAR2	12	123185840	123187890	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
HCAR3	12	123199303	123201439	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
DENR	12	123237321	123255611	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
CCDC62	12	123258874	123312075	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
HIP1R	12	123319000	123347507	rs1790135	7.262e-24	FALSE	FALSE	TRUE	FALSE
VPS37B	12	123349882	123380991	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
ABCB9	12	123405498	123466196	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
OGFOD2	12	123459127	123464590	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
ARL6IP4	12	123464607	123467456	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
PITPNM2	12	123468027	123634562	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
MPHOSPH9	12	123636867	123728561	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
C12orf65	12	123717463	123742506	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
CDK2AP1	12	123745528	123756881	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
SBNO1	12	123773656	123849390	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
RILPL2	12	123899936	123921264	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
SNRNP35	12	123942188	123957701	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
RILPL1	12	123955925	124018265	rs1790135	7.262e-24	FALSE	FALSE	FALSE	FALSE
TRPC4	13	38210773	38444562	rs1924378	3.325e-10	TRUE	FALSE	FALSE	FALSE
UFM1	13	38923986	38937140	rs650520	7.354e-09	FALSE	FALSE	FALSE	FALSE
ENOX1	13	43787654	44361044	rs11619756	2.459e-11	TRUE	FALSE	FALSE	FALSE
CCDC122	13	44398045	44453827	rs11619756	2.459e-11	FALSE	FALSE	FALSE	FALSE
LACC1	13	44453420	44468068	rs11619756	2.459e-11	FALSE	FALSE	FALSE	FALSE
PCDH17	13	58205944	58303445	rs9569820	2.382e-09	FALSE	FALSE	TRUE	FALSE
KLF12	13	74260226	74708394	rs12877581	1.925e-08	FALSE	FALSE	FALSE	FALSE
RBM26	13	79885962	79980612	rs9545047	7.628e-14	FALSE	FALSE	FALSE	FALSE
NDFIP2	13	80055287	80130210	rs9545047	7.628e-14	FALSE	TRUE	FALSE	FALSE
NALCN	13	101706130	102068843	rs61973697	1.031e-08	FALSE	FALSE	FALSE	FALSE
FOXG1	14	29235050	29238870	rs10148671	8.937e-10	FALSE	FALSE	FALSE	FALSE
PRKD1	14	30045687	30661104	rs17571951	4.245e-10	FALSE	FALSE	FALSE	FALSE
AKAP6	14	32798479	33300567	rs12883788	1.209e-13	FALSE	FALSE	FALSE	FALSE
RGS6	14	72399156	73030654	rs2190873	6.622e-19	FALSE	FALSE	FALSE	FALSE
NRXN3	14	78708734	80330762	rs4903718	8.006e-09	FALSE	FALSE	FALSE	FALSE
TTC7B	14	91006932	91282823	rs745467	2.076e-08	FALSE	FALSE	FALSE	FALSE
BCL11B	14	99635624	99737861	rs1540840	1.794e-10	TRUE	FALSE	FALSE	FALSE
EIF5	14	103799881	103811362	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
MARK3	14	103851729	103970168	rs10873538	4.696e-15	FALSE	FALSE	TRUE	FALSE
CKB	14	103985996	103989448	rs10873538	4.696e-15	FALSE	FALSE	TRUE	FALSE
TRMT61A	14	103995521	104003410	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
BAG5	14	104022881	104029168	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
KLC1	14	104028233	104167888	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
APOPT1	14	104029299	104073860	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
XRCC3	14	104163946	104181841	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
ZFYVE21	14	104182067	104200005	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
PPP1R13B	14	104200089	104313927	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
C14orf2	14	104378625	104394606	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
TDRD9	14	104394799	104519004	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
RD3L	14	104406763	104408645	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
ASPG	14	104552016	104579098	rs10873538	4.696e-15	FALSE	FALSE	FALSE	FALSE
GJD2	15	35043233	35047166	rs2917627	4.391e-09	FALSE	FALSE	FALSE	FALSE
ACTC1	15	35080297	35088340	rs2917627	4.391e-09	FALSE	FALSE	TRUE	FALSE
BUB1B	15	40453224	40513337	rs56282503	1.603e-11	FALSE	FALSE	FALSE	FALSE
PAK6	15	40509629	40569688	rs56282503	1.603e-11	TRUE	FALSE	FALSE	FALSE
C15orf56	15	40542865	40545170	rs56282503	1.603e-11	FALSE	FALSE	FALSE	FALSE
PLCB2	15	40570377	40600136	rs56282503	1.603e-11	FALSE	FALSE	FALSE	FALSE
ANKRD63	15	40573645	40574787	rs56282503	1.603e-11	FALSE	FALSE	FALSE	FALSE
C15orf52	15	40623653	40633168	rs56282503	1.603e-11	FALSE	FALSE	FALSE	FALSE
PHGR1	15	40643234	40648635	rs56282503	1.603e-11	FALSE	FALSE	FALSE	FALSE
DISP2	15	40650436	40663257	rs56282503	1.603e-11	FALSE	FALSE	TRUE	FALSE
EPB42	15	43398423	43513481	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
TGM5	15	43524793	43559055	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
TGM7	15	43568478	43594453	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
LCMT2	15	43619974	43622803	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
ADAL	15	43622872	43646096	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
ZSCAN29	15	43650370	43663223	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
TUBGCP4	15	43661419	43699293	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
TP53BP1	15	43699407	43802926	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
MAP1A	15	43803156	43823818	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
PPIP5K1	15	43825660	43882430	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
CKMT1B	15	43885252	43897099	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
STRC	15	43891596	44010458	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
CATSPER2	15	43920701	43960316	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
CKMT1A	15	43985084	43991420	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
PDIA3	15	44038590	44065477	rs2929278	9.886e-12	FALSE	TRUE	FALSE	FALSE
ELL3	15	44064798	44069741	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
SERF2	15	44069285	44094787	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
SERINC4	15	44086360	44092419	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
HYPK	15	44088340	44095241	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
MFAP1	15	44096690	44117000	rs2929278	9.886e-12	FALSE	FALSE	TRUE	FALSE
WDR76	15	44119161	44160617	rs2929278	9.886e-12	FALSE	TRUE	FALSE	FALSE
FRMD5	15	44162962	44487450	rs2929278	9.886e-12	FALSE	FALSE	FALSE	FALSE
LIPC	15	58702768	58861151	rs653765	4.409e-09	FALSE	FALSE	FALSE	FALSE
ADAM10	15	58887403	59042177	rs653765	4.409e-09	FALSE	FALSE	TRUE	FALSE
RNF111	15	59157374	59389618	rs653765	4.409e-09	FALSE	FALSE	FALSE	FALSE
SLTM	15	59171244	59225852	rs653765	4.409e-09	FALSE	FALSE	FALSE	FALSE
CCNB2	15	59397277	59417244	rs653765	4.409e-09	FALSE	FALSE	FALSE	FALSE
MYO1E	15	59427113	59665099	rs653765	4.409e-09	FALSE	FALSE	FALSE	FALSE
LDHAL6B	15	59499042	59500705	rs653765	4.409e-09	FALSE	FALSE	FALSE	FALSE
IREB2	15	78729773	78793798	rs3813567	1.412e-16	FALSE	FALSE	FALSE	FALSE
HYKK	15	78799906	78829714	rs3813567	1.412e-16	FALSE	FALSE	FALSE	FALSE
PSMA4	15	78832747	78841604	rs3813567	1.412e-16	FALSE	TRUE	FALSE	FALSE
CHRNA5	15	78857862	78887611	rs3813567	1.412e-16	FALSE	FALSE	FALSE	FALSE
CHRNA3	15	78885394	78913637	rs3813567	1.412e-16	FALSE	FALSE	TRUE	FALSE
CHRNB4	15	78916461	79020096	rs3813567	1.412e-16	FALSE	FALSE	TRUE	FALSE
ADAMTS7	15	79051545	79103773	rs3813567	1.412e-16	FALSE	FALSE	FALSE	FALSE
GOLGA6L10	15	82635130	82641706	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
GOLGA6L9	15	82722223	82731338	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
RPS17	15	82821158	82824972	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
CPEB1	15	83211951	83317612	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
AP3B2	15	83328033	83378666	rs10906984	1.159e-09	FALSE	FALSE	TRUE	FALSE
FSD2	15	83424114	83474822	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
WHAMM	15	83478380	83503611	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
HOMER2	15	83509838	83654661	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
FAM103A1	15	83654959	83659809	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
C15orf40	15	83657193	83680393	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
BTBD1	15	83685174	83736106	rs10906984	1.159e-09	FALSE	FALSE	TRUE	FALSE
TM6SF1	15	83776159	83813606	rs10906984	1.159e-09	FALSE	FALSE	FALSE	FALSE
ADAMTSL3	15	84322838	84708594	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
UBE2Q2L	15	84841242	84850986	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
GOLGA6L4	15	84904525	84914120	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
ZSCAN2	15	85144217	85171027	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
WDR73	15	85185999	85197574	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
NMB	15	85198360	85201794	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
SEC11A	15	85212775	85259947	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
ZNF592	15	85291866	85349659	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
ALPK3	15	85359911	85416713	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
SLC28A1	15	85427885	85518876	rs11638554	4.283e-15	FALSE	FALSE	FALSE	FALSE
ABHD2	15	89630690	89745591	rs2238304	7.634e-11	FALSE	FALSE	FALSE	FALSE
RLBP1	15	89753100	89764982	rs2238304	7.634e-11	FALSE	FALSE	FALSE	FALSE
FANCI	15	89787180	89860492	rs2238304	7.634e-11	FALSE	FALSE	FALSE	FALSE
POLG	15	89859534	89878092	rs2238304	7.634e-11	FALSE	FALSE	FALSE	FALSE
BLM	15	91260558	91358859	rs4702	5.671e-25	FALSE	FALSE	FALSE	FALSE
FURIN	15	91411822	91426688	rs4702	5.671e-25	TRUE	TRUE	FALSE	FALSE
FES	15	91426925	91439006	rs4702	5.671e-25	FALSE	FALSE	FALSE	FALSE
MAN2A2	15	91445448	91465814	rs4702	5.671e-25	FALSE	FALSE	FALSE	FALSE
UNC45A	15	91473410	91497323	rs4702	5.671e-25	FALSE	FALSE	FALSE	FALSE
HDDC3	15	91474148	91475799	rs4702	5.671e-25	FALSE	FALSE	FALSE	FALSE
GLIS2	16	4364762	4389598	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
PAM16	16	4381550	4405608	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
CORO7-PAM16	16	4390252	4470495	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
CORO7	16	4404543	4475706	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
VASN	16	4421849	4433529	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
DNAJA3	16	4475806	4506776	rs8048039	8.886e-10	FALSE	TRUE	FALSE	FALSE
NMRAL1	16	4511681	4545764	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
HMOX2	16	4524691	4560348	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
CDIP1	16	4560676	4588829	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
C16orf96	16	4606491	4650715	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
UBALD1	16	4658884	4665028	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
MGRN1	16	4666494	4740975	rs8048039	8.886e-10	FALSE	FALSE	FALSE	FALSE
NUDT16L1	16	4743695	4745860	rs8048039	8.886e-10	FALSE	FALSE	TRUE	FALSE
