Bait	Interactor	IP	TimePoint	Labeling	Bait_logFC	Bait_FDR	Int_logFC	Int_FDR
CACNA1C	SF3A2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.93475	1.46e-05
CACNA1C	HNRNPUL1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.74825	1.42e-05
CACNA1C	PABPC1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.72825	1.34e-05
CACNA1C	SF3A3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.73025	1.34e-05
CACNA1C	PRKRA	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.82125	1.21e-05
CACNA1C	TFRC	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.87375	1.21e-05
CACNA1C	LSM3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.81625	1.21e-05
CACNA1C	STRBP	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.07425	1.21e-05
CACNA1C	PRPF8	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.74475	1.18e-05
CACNA1C	PABPC1L2A	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.87475	1.16e-05
CACNA1C	CWC25	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.01975	1.16e-05
CACNA1C	SNRNP200	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.77675	1.12e-05
CACNA1C	FYTTD1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.82125	1.12e-05
CACNA1C	KHDRBS3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.30775	1.1e-05
CACNA1C	XRCC5	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.85375	1.05e-05
CACNA1C	DDX17	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.79525	1.05e-05
CACNA1C	ELAVL2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.82575	1.04e-05
CACNA1C	PNN	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.92225	1.04e-05
CACNA1C	SLC9A6	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.78175	9.820000000000001e-06
CACNA1C	THBS1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.56875	9.23e-06
CACNA1C	LSM4	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.90425	9.13e-06
CACNA1C	IK	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.14975	9.13e-06
CACNA1C	ZNF326	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.14175	7.25e-06
CACNA1C	MFAP1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.87925	7.19e-06
CACNA1C	SAFB2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.88975	7.19e-06
CACNA1C	PTBP1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.01425	6.89e-06
CACNA1C	IST1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.98075	6.83e-06
CACNA1C	ELAVL3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.96175	6.83e-06
CACNA1C	CACNB2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.95875	6.8e-06
CACNA1C	ELAVL4	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.83825	6.4e-06
CACNA1C	RUVBL1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.85275	6.39e-06
CACNA1C	DHX15	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.89125	6.37e-06
CACNA1C	HNRNPM	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.92325	6.37e-06
CACNA1C	PPP4R1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.32875	6.37e-06
CACNA1C	HPX	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.94625	6.35e-06
CACNA1C	GSN	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.85925	5.75e-06
CACNA1C	NCAM1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.94275	5.75e-06
CACNA1C	RBMS1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.25625	5.75e-06
CACNA1C	BUD31	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.11025	5.75e-06
CACNA1C	FAM98A	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.99975	5.75e-06
CACNA1C	THOC3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.03175	5.75e-06
CACNA1C	C3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.96125	5.72e-06
CACNA1C	ILF2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.96675	5.52e-06
CACNA1C	UBASH3B	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.92975	5.24e-06
CACNA1C	GTF2E2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.93725	5.1e-06
CACNA1C	IGF2BP2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.18075	5.09e-06
CACNA1C	SRSF10	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.93625	5.09e-06
CACNA1C	YLPM1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.99275	5.09e-06
CACNA1C	SMU1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.98125	5.09e-06
CACNA1C	TRA2A	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.95825	5.07e-06
CACNA1C	CHTOP	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.91175	5.03e-06
CACNA1C	DLST	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.94125	5.03e-06
CACNA1C	DHX9	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.92775	5.03e-06
CACNA1C	SAFB	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.28275	5.03e-06
CACNA1C	HNRNPH1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.91875	4.9100000000000004e-06
CACNA1C	PTBP2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.92275	4.82e-06
CACNA1C	CACNB3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.93975	4.46e-06
CACNA1C	HNRNPL	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.18525	4.24e-06
CACNA1C	MSI2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.95425	4.24e-06
CACNA1C	ADAR	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.08275	4.13e-06
CACNA1C	ILF3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.13475	3.82e-06
CACNA1C	ITM2C	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.96825	3.82e-06
CACNA1C	EIF4A3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.97925	3.68e-06
CACNA1C	MATR3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.01925	3.66e-06
CACNA1C	HNRNPK	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.26925	3.66e-06
CACNA1C	HNRNPDL	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.98275	3.66e-06
CACNA1C	ELAVL1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.02275	3.62e-06
CACNA1C	SF3B1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.01125	3.6e-06
CACNA1C	LSM2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.12225	3.25e-06
CACNA1C	CHMP2A	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.02025	3.25e-06
CACNA1C	HNRNPC	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.45175	3.25e-06
CACNA1C	SNRPB2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.08525	3.25e-06
CACNA1C	ERH	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.06025	3.25e-06
CACNA1C	SRSF3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.12725	3.25e-06
CACNA1C	KHDRBS1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.21625	3.25e-06
CACNA1C	SUGP2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.10725	3.25e-06
CACNA1C	IGF2BP3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.04875	3.25e-06
CACNA1C	HNRNPUL2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.03525	3.25e-06
CACNA1C	PHF5A	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.04725	3.25e-06
CACNA1C	BCL2L2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.36175	3.25e-06
CACNA1C	ARHGEF12	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.14075	3.25e-06
CACNA1C	HNRNPA3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.28375	3.08e-06
CACNA1C	SLC4A4	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.13675	3.07e-06
CACNA1C	PTBP3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.10425	3.07e-06
CACNA1C	RBMX	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.33275	3.07e-06
CACNA1C	SNRPD3	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.33625	3.07e-06
CACNA1C	CTNNBL1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.19475	3.07e-06
CACNA1C	RBMXL1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.20275	3.07e-06
CACNA1C	IGF2BP1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.15625	2.9e-06
CACNA1C	SNRPGP15	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.29875	2.79e-06
CACNA1C	HNRNPR	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.20825	2.49e-06
CACNA1C	SYNCRIP	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.23075	2.49e-06
CACNA1C	ALB	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.51325	2.49e-06
CACNA1C	HNRNPA1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.44425	2.49e-06
CACNA1C	PTPRA	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.52175	2.49e-06
CACNA1C	HNRNPU	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.29075	2.49e-06
CACNA1C	HNRNPAB	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.53175	2.49e-06
CACNA1C	HBB	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.58175	1.88e-06
CACNA1C	HNRNPA0	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.50025	1.88e-06
CACNA1C	HNRNPD	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.53125	1.88e-06
CACNA1C	SRSF7	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.50075	1.88e-06
CACNA1C	RALY	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.70925	1.72e-06
CACNA1C	HRG	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.98625	1.69e-06
CACNA1C	HNRNPA2B1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	1.81875	1.69e-06
CACNA1C	NLGN4X	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.3625	0.09182286012
CACNA1C	RAB6B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.3575	0.09108140336
CACNA1C	NEO1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.3585	0.09108140336
CACNA1C	GRID1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.3855	0.09027802374
CACNA1C	RAP1B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.369	0.08915671621
CACNA1C	ARF4	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.369	0.08907147949
CACNA1C	RALA	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.391	0.08759501909
CACNA1C	WWP2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.411	0.08615654625
CACNA1C	ROBO2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.427	0.08592938815
CACNA1C	SGCE	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.3675	0.08529433376
CACNA1C	GNB4	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.375	0.08301922563
CACNA1C	RAB21	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.3755	0.07967523376
CACNA1C	PTPRN	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.498	0.07605934937
CACNA1C	BDNF	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4235	0.07542396625
CACNA1C	AUH	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.443	0.07477934009
CACNA1C	ADGRL1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.402	0.07415724358
CACNA1C	ARF1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.3915	0.07042821952
CACNA1C	MMP24	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4255	0.06440337687
CACNA1C	CNTN1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.401	0.06273172497
CACNA1C	HS6ST2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4885	0.06005281685
CACNA1C	JAK1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.417	0.05712693763
CACNA1C	RRAS2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4195	0.05580707644
CACNA1C	RAB6A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.416	0.05559354375
CACNA1C	GNA11	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.442	0.05446774191
CACNA1C	RAP2C	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4265	0.0515428621
CACNA1C	RAB4B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4545	0.0515428621
CACNA1C	CSNK2A1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.425	0.05095855495
CACNA1C	TMEFF1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4315	0.04853241241
CACNA1C	TMEM132A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4445	0.04782850719
CACNA1C	TMEM55B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4405	0.04586764363
CACNA1C	HADHB	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.44	0.04560619325
CACNA1C	HADHA	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.448	0.04560619325
CACNA1C	PCDHAC2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5485	0.04521622474
CACNA1C	IFNGR1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4705	0.04452144274
CACNA1C	EIF5B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.447	0.04384054175
CACNA1C	RAB5C	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4485	0.04339555961
CACNA1C	STX12	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.47	0.04328149035
CACNA1C	CAMKV	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.472	0.04308117095
CACNA1C	NAPB	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4585	0.04099228021
CACNA1C	CNTNAP1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4605	0.03943732311
CACNA1C	PCDHB10	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.459	0.03930948407
CACNA1C	PCDH18	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4705	0.03856797724
CACNA1C	GNAQ	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.478	0.0383065576
CACNA1C	SMPD3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.463	0.03796996867
CACNA1C	CELSR3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4715	0.03749017679
CACNA1C	PTPRA	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.486	0.03639838053
CACNA1C	HS6ST1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5185	0.03371056237
CACNA1C	SLC25A3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4765	0.033269516
CACNA1C	STXBP1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4865	0.03317866731
CACNA1C	SEMA4F	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4775	0.03307435555
CACNA1C	GNAS	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4825	0.03240970323
CACNA1C	GNB2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4855	0.03133306449
CACNA1C	RAB3A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4865	0.03078951661
CACNA1C	SYT4	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.487	0.03072808719
CACNA1C	GNB1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.489	0.03014412052
CACNA1C	HBB	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5685	0.0290639209
CACNA1C	STX1B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.502	0.02814209961
CACNA1C	LGI2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.4995	0.02802617216
CACNA1C	GNG2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5145	0.02732392286
CACNA1C	PTPRN2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.7455	0.02732392286
CACNA1C	SYT3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5725	0.02731697563
CACNA1C	RAB3C	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.509	0.02488612952
CACNA1C	ITFG1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5415	0.02475855374
CACNA1C	FAM171A2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.517	0.02434414339
CACNA1C	ADCY8	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5555	0.02400327197
CACNA1C	RAB5B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.538	0.02372961585
CACNA1C	CMIP	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5895	0.02310962371
CACNA1C	RAB1A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5265	0.02284471961
CACNA1C	RAB4A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5405	0.02237872904
CACNA1C	TAC1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.533	0.02110844569
CACNA1C	ATP9A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.54	0.02031769623
CACNA1C	GNAI3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.55	0.01765021207
CACNA1C	RAB3B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.55	0.01734821799
CACNA1C	ABCA1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.564	0.01717989022
CACNA1C	ACAT1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.7695	0.01678128734
CACNA1C	DAAM1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.577	0.01678128734
CACNA1C	ACVR2A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.561	0.01630408253
CACNA1C	ATP8A2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5985	0.01551078703
CACNA1C	SYT2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.593	0.01401366256
CACNA1C	ATP1B3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.581	0.01401366256
CACNA1C	STX7	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.577	0.01399665382
CACNA1C	PPIA	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.591	0.01399665382
CACNA1C	NRP2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5995	0.01399665382
CACNA1C	CNTNAP5	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5885	0.01364059755
CACNA1C	RAB14	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5945	0.01364059755
CACNA1C	RAB1B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5965	0.01364059755
CACNA1C	CLSTN3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.5845	0.01328486286
CACNA1C	PCDHGA3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.593	0.01294225724
CACNA1C	HSPA8	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.609	0.01157961369
CACNA1C	PCDHB5	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6335	0.01157961369
CACNA1C	PCDHA2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.651	0.01111944684
CACNA1C	NSG1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.62	0.0104975269
CACNA1C	PTK7	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.624	0.01042626671
CACNA1C	PIP4K2A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.612	0.01031893444
CACNA1C	SYT13	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.647	0.01016929354
CACNA1C	PLCB1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.615	0.0101297322
CACNA1C	ACSL4	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6265	0.0101297322
CACNA1C	FLOT1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.634	0.0101297322
CACNA1C	PTPRG	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6585	0.0101297322
CACNA1C	IGSF3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.644	0.009855630154
CACNA1C	ATP8A1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.628	0.009779948682
CACNA1C	ASIC1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6335	0.009583675586
CACNA1C	GNAO1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.636	0.00955123632
CACNA1C	ADGRL3	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.655	0.009091219869
CACNA1C	BMPR2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6385	0.008980301908
CACNA1C	ISLR2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.651	0.008767318847
CACNA1C	PCDH1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6375	0.00857559978
CACNA1C	PCDHB15	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.644	0.008159534482
CACNA1C	RAB5A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6495	0.007689694196
CACNA1C	SYT1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6605	0.006890899785
CACNA1C	HLA-A	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6725	0.006890899785
CACNA1C	PICK1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6795	0.006780240067
CACNA1C	SLITRK1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.732	0.00635957022
CACNA1C	PCDH17	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6785	0.006336872664
CACNA1C	RAB10	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6815	0.006260071581
CACNA1C	PTPRF	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.674	0.00617058843
CACNA1C	L1CAM	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6785	0.006141564449
CACNA1C	LRRC59	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.677	0.006097876542
CACNA1C	SCN3B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.682	0.006060488781
CACNA1C	HLA-C	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.6915	0.005901750407
CACNA1C	PCDHA1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.7405	0.005726728569
CACNA1C	PTPRO	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.721	0.005614862139
CACNA1C	RAB35	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.712	0.005570672354
CACNA1C	RAB39B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.7	0.005421728135
CACNA1C	RET	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.724	0.005053899863
CACNA1C	FLOT2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.72	0.005049627508
CACNA1C	ADGRL2	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.721	0.005049627508
CACNA1C	ACVR1B	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.7135	0.004892548115
CACNA1C	PLXNA1	CACNA1C_wk7	wk7	iTRAQ	1.2025	0.001275148955	0.7475	0.004892548115
