ListName	GeneName	IsInteractor	Chr	StartPos	EndPos
CACNA1C_wk3_2	ACTB	FALSE	7	5566782	5603415
CACNA1C_wk3_2	ARL8B	FALSE	3	5163905	5222596
CACNA1C_wk3_2	DSTN	FALSE	20	17550508	17590564
CACNA1C_wk3_2	DPYSL4	FALSE	10	134000404	134019280
CACNA1C_wk3_2	STMN2	FALSE	8	80523049	80578410
CACNA1C_wk3_2	GNAQ	FALSE	9	80331003	80646374
CACNA1C_wk3_2	GSTP1	FALSE	11	67351066	67354131
CACNA1C_wk3_2	RPL23	FALSE	17	37004118	37010096
CACNA1C_wk3_2	GLRX	FALSE	5	95087023	95158709
CACNA1C_wk3_2	PRDX5	FALSE	11	64085560	64089283
CACNA1C_wk3_2	TMED10	FALSE	14	75598173	75643334
CACNA1C_wk3_2	ANXA5	FALSE	4	122589110	122618268
CACNA1C_wk3_2	EIF4A2	FALSE	3	186500994	186507689
CACNA1C_wk3_2	PRSS1	FALSE	7	142457319	142460923
CACNA1C_wk3_2	MAP7D1	FALSE	1	36621180	36646450
CACNA1C_wk3_2	RPL31	FALSE	2	101618177	101640494
CACNA1C_wk3_2	PSMD12	FALSE	17	65334032	65362743
CACNA1C_wk3_2	ERP29	FALSE	12	112451120	112461255
CACNA1C_wk3_2	CCT8	FALSE	21	30428126	30446118
CACNA1C_wk3_2	GPI	FALSE	19	34850385	34893061
CACNA1C_wk3_2	NSF	FALSE	17	44668035	44834830
CACNA1C_wk3_2	NME1-NME2	FALSE	17	49230951	49249105
CACNA1C_wk3_2	DCX	FALSE	X	110537007	110655603
CACNA1C_wk3_2	ADD1	FALSE	4	2845584	2931803
CACNA1C_wk3_2	BASP1	FALSE	5	17065707	17276943
CACNA1C_wk3_2	TRIM3	FALSE	11	6469843	6495689
CACNA1C_wk3_2	ALDOA	FALSE	16	30064411	30081778
CACNA1C_wk3_2	FH	FALSE	1	241660903	241683061
CACNA1C_wk3_2	CORO7	FALSE	16	4404543	4475706
CACNA1C_wk3_2	VPS35	FALSE	16	46690054	46723430
CACNA1C_wk3_2	CKAP4	FALSE	12	106631655	106698057
CACNA1C_wk3_2	GRB2	FALSE	17	73314157	73401790
CACNA1C_wk3_2	RPL27A	FALSE	11	8703958	8736306
CACNA1C_wk3_2	DHX9	FALSE	1	182808504	182856886
CACNA1C_wk3_2	CKAP5	FALSE	11	46764598	46867847
CACNA1C_wk3_2	DCLK1	FALSE	13	36345478	36705443
CACNA1C_wk3_2	RBP1	FALSE	3	139236276	139258671
CACNA1C_wk3_2	CLASP2	FALSE	3	33537737	33759848
CACNA1C_wk3_2	PLEKHA5	FALSE	12	19282648	19529334
CACNA1C_wk3_2	ADH5	FALSE	4	99992132	100009952
CACNA1C_wk3_2	MAP1LC3A	FALSE	20	33134658	33148149
CACNA1C_wk3_2	TMOD2	FALSE	15	52043758	52108565
CACNA1C_wk3_2	EPB41L1	FALSE	20	34679426	34820721
CACNA1C_wk3_2	RPS5	FALSE	19	58897767	58906173
CACNA1C_wk3_2	MAP1B	FALSE	5	71403061	71505395
CACNA1C_wk3_2	PRDX1	FALSE	1	45976708	45988719
CACNA1C_wk3_2	PREP	FALSE	6	105725440	105850959
CACNA1C_wk3_2	RUVBL2	FALSE	19	49496705	49519252
CACNA1C_wk3_2	YWHAB	FALSE	20	43514317	43537173
CACNA1C_wk3_2	IQSEC1	FALSE	3	12938719	13114617
CACNA1C_wk3_2	MARS	FALSE	12	57869228	57911352
CACNA1C_wk3_2	PSMB6	FALSE	17	4699439	4701790
CACNA1C_wk3_2	PCLO	FALSE	7	82383329	82792246
CACNA1C_wk3_2	PGRMC1	FALSE	X	118370216	118378429
CACNA1C_wk3_2	AP2B1	FALSE	17	33905065	34053436
CACNA1C_wk3_2	ACOT7	FALSE	1	6324329	6454451
CACNA1C_wk3_2	REEP5	FALSE	5	112212084	112258236
CACNA1C_wk3_2	S100A8	FALSE	1	153362508	153363664
CACNA1C_wk3_2	AKR1A1	FALSE	1	46016215	46035721
CACNA1C_wk3_2	OPA1	FALSE	3	193310933	193415612
CACNA1C_wk3_2	DCTN2	FALSE	12	57923885	57941114
CACNA1C_wk3_2	SPTBN4	FALSE	19	40972148	41082370
CACNA1C_wk3_2	RPS28	FALSE	19	8386042	8388224
CACNA1C_wk3_2	ILF3	FALSE	19	10764937	10803093
CACNA1C_wk3_2	RTCB	FALSE	22	32783569	32808242
CACNA1C_wk3_2	CUTA	FALSE	6	33384219	33386094
CACNA1C_wk3_2	RPS26	FALSE	12	56435637	56438116
CACNA1C_wk3_2	PLBD2	FALSE	12	113796371	113827203
CACNA1C_wk3_2	MARK3	FALSE	14	103851729	103970168
CACNA1C_wk3_2	VDAC1	FALSE	5	133307606	133340824
CACNA1C_wk3_2	RPLP2	FALSE	11	809647	812880
CACNA1C_wk3_2	RPS23	FALSE	5	81569177	81574396
CACNA1C_wk3_2	DYNC1H1	FALSE	14	102430865	102517129
CACNA1C_wk3_2	ACTG1	FALSE	17	79476997	79490873
CACNA1C_wk3_2	IGF2BP1	FALSE	17	47074774	47133012
CACNA1C_wk3_2	NEUROG2	FALSE	4	113434672	113437328
CACNA1C_wk3_2	MSI2	FALSE	17	55333212	55762046
CACNA1C_wk3_2	RPL35	FALSE	9	127620159	127624260
CACNA1C_wk3_2	KPRP	FALSE	1	152730506	152734529
CACNA1C_wk3_2	H3F3A	FALSE	17	73772515	73781974
CACNA1C_wk3_2	RPL23A	FALSE	17	27046411	27051377
CACNA1C_wk3_2	AKAP12	FALSE	6	151561134	151679692
CACNA1C_wk3_2	HNRNPL	FALSE	19	39327028	39342987
CACNA1C_wk3_2	SF3B2	FALSE	11	65818200	65836779
CACNA1C_wk3_2	EPRS	FALSE	1	220141943	220220000
CACNA1C_wk3_2	KRT34	FALSE	17	39533902	39538655
CACNA1C_wk3_2	P4HB	FALSE	17	79801035	79818570
CACNA1C_wk3_2	RPL7	FALSE	8	74202506	74208024
CACNA1C_wk3_2	SHMT2	FALSE	12	57623110	57628718
CACNA1C_wk3_2	MPG	FALSE	16	127006	135852
CACNA1C_wk3_2	NEFM	FALSE	8	24770525	24776607
CACNA1C_wk3_2	GAP43	FALSE	3	115342171	115440337
CACNA1C_wk3_2	ECH1	FALSE	19	39306062	39322645
CACNA1C_wk3_2	ATP6V1E1	FALSE	22	18074902	18111584
CACNA1C_wk3_2	RPL10A	FALSE	6	35436185	35438562
CACNA1C_wk3_2	MRPL33	FALSE	2	27994584	28210954
CACNA1C_wk3_2	MAPRE1	FALSE	20	31407699	31438211
CACNA1C_wk3_2	CEP170	FALSE	1	243287730	243418650
CACNA1C_wk3_2	HSPH1	FALSE	13	31710762	31736525
CACNA1C_wk3_2	HNRNPC	FALSE	14	21677295	21737653
CACNA1C_wk3_2	TMSB4X	FALSE	X	12993227	12995346
CACNA1C_wk3_2	HNRNPU	FALSE	1	245014468	245027844
CACNA1C_wk3_2	GNB2	FALSE	7	100271154	100276797
CACNA1C_wk3_2	WDR1	FALSE	4	10075963	10118573
CACNA1C_wk3_2	RPS12	FALSE	6	133135580	133138703
CACNA1C_wk3_2	SFRP1	FALSE	8	41119481	41167016
CACNA1C_wk3_2	KRT10	FALSE	17	38974369	38978847
CACNA1C_wk3_2	H2AFY2	FALSE	10	71812552	71872036
CACNA1C_wk3_2	LDHA	FALSE	11	18415935	18429972
CACNA1C_wk3_2	EEF1A1	FALSE	6	74225473	74233520
CACNA1C_wk3_2	FKBP4	FALSE	12	2904119	2914576
CACNA1C_wk3_2	RPS16	FALSE	19	39923847	39926588
CACNA1C_wk3_2	NCL	FALSE	2	232318242	232348352
CACNA1C_wk3_2	FADS2	FALSE	11	61560452	61634826
CACNA1C_wk3_2	TRIM71	FALSE	3	32859510	32939318
CACNA1C_wk3_2	ERCC6	FALSE	10	50663414	50747584
CACNA1C_wk3_2	MAP1S	FALSE	19	17830051	17845325
CACNA1C_wk3_2	RPL28	FALSE	19	55896713	55914612
CACNA1C_wk3_2	CIRBP	FALSE	19	1259384	1274879
CACNA1C_wk3_2	ACADM	FALSE	1	76190036	76253260
CACNA1C_wk3_2	YBX1	FALSE	1	43148098	43168020
CACNA1C_wk3_2	MARCKS	FALSE	6	114178541	114184648
CACNA1C_wk3_2	DDX17	FALSE	22	38879445	38903665
CACNA1C_wk3_2	PRKDC	FALSE	8	48685669	48872743
CACNA1C_wk3_2	C19orf53	FALSE	19	13884982	13889276
CACNA1C_wk3_2	CSTB	FALSE	21	45192393	45196326
CACNA1C_wk3_2	DHX15	FALSE	4	24519064	24586173
CACNA1C_wk3_2	ARL6IP4	FALSE	12	123464607	123467456
CACNA1C_wk3_2	RPS4X	FALSE	X	71475529	71497150
CACNA1C_wk3_2	RTN4	FALSE	2	55199325	55339757
CACNA1C_wk3_2	GLOD4	FALSE	17	660337	685581
CACNA1C_wk3_2	TOP2B	FALSE	3	25639475	25706398
CACNA1C_wk3_2	CNRIP1	FALSE	2	68511303	68547183
CACNA1C_wk3_2	RPL10	FALSE	X	153618315	153637504
CACNA1C_wk3_2	HNRNPR	FALSE	1	23630264	23670829
CACNA1C_wk3_2	MAP1LC3B	FALSE	16	87417601	87438385
CACNA1C_wk3_2	CLTC	FALSE	17	57697219	57773671
CACNA1C_wk3_2	TAF2	FALSE	8	120743015	120845103
CACNA1C_wk3_2	FARSA	FALSE	19	13033293	13044851
CACNA1C_wk3_2	EPB41L3	FALSE	18	5392383	5630699
CACNA1C_wk3_2	CAPZB	FALSE	1	19665267	19812066
CACNA1C_wk3_2	TPM2	FALSE	9	35681989	35691017
CACNA1C_wk3_2	SYN1	FALSE	X	47431303	47479252
CACNA1C_wk3_2	TCOF1	FALSE	5	149737202	149779871
CACNA1C_wk3_2	MAP4K4	FALSE	2	102313312	102511149
CACNA1C_wk3_2	MDH2	FALSE	7	75677369	75696826
CACNA1C_wk3_2	COPG2	FALSE	7	130146089	130353598
CACNA1C_wk3_2	XKR4	FALSE	8	56014949	56454613
CACNA1C_wk3_2	EIF2S1	FALSE	14	67826714	67853233
CACNA1C_wk3_2	TUBB	FALSE	HSCHR6_MHC_QBL	30677512	30682738
CACNA1C_wk3_2	PFDN5	FALSE	12	53689075	53693234
CACNA1C_wk3_2	EIF5A	FALSE	17	7210318	7215774
CACNA1C_wk3_2	TUBB4A	FALSE	19	6494330	6502859
CACNA1C_wk3_2	SNU13	FALSE	22	42069934	42086508
CACNA1C_wk3_2	HSPD1	FALSE	2	198351305	198381461
CACNA1C_wk3_2	ST13	FALSE	22	41220539	41253026
CACNA1C_wk3_2	RTN3	FALSE	11	63448918	63527363
CACNA1C_wk3_2	ATP8A1	FALSE	4	42410390	42659122
CACNA1C_wk3_2	RPL39	FALSE	X	118920467	118925606
CACNA1C_wk3_2	XPNPEP1	FALSE	10	111624524	111683311
CACNA1C_wk3_2	ALCAM	FALSE	3	105085753	105295744
CACNA1C_wk3_2	RPL5	FALSE	1	93297582	93307481
CACNA1C_wk3_2	RAC1	FALSE	7	6414154	6443608
CACNA1C_wk3_2	CMAS	FALSE	12	22199108	22218608
CACNA1C_wk3_2	OLA1	FALSE	2	174937175	175113426
CACNA1C_wk3_2	PGAM1	FALSE	10	99185917	99193198
CACNA1C_wk3_2	GNL3	FALSE	3	52715172	52728508
CACNA1C_wk3_2	RPL9	FALSE	4	39455744	39460568
CACNA1C_wk3_2	SFXN3	FALSE	10	102790991	102800998
CACNA1C_wk3_2	ATAT1	FALSE	HSCHR6_MHC_COX	30584468	30604447
CACNA1C_wk3_2	TBCA	FALSE	5	76986991	77164604
CACNA1C_wk3_2	RPL36A	FALSE	X	100645812	100651105
CACNA1C_wk3_2	SYNCRIP	FALSE	6	86318053	86353510
CACNA1C_wk3_2	PCBP2	FALSE	12	53835525	53874946
CACNA1C_wk3_2	PRPH	FALSE	12	49687035	49692465
CACNA1C_wk3_2	CCT7	FALSE	2	73460548	73480149
CACNA1C_wk3_2	ODF2	FALSE	9	131217465	131263571
CACNA1C_wk3_2	RPL4	FALSE	15	66790355	66816870
CACNA1C_wk3_2	YWHAZ	FALSE	8	101928753	101965616
CACNA1C_wk3_2	LRPPRC	FALSE	2	44113647	44223144
CACNA1C_wk3_2	TPT1	FALSE	13	45911008	45915505
CACNA1C_wk3_2	TRMT10C	FALSE	3	101280706	101285290
CACNA1C_wk3_2	UBE2N	FALSE	12	93799449	93836038
CACNA1C_wk3_2	GPRIN1	FALSE	5	176022803	176037134
CACNA1C_wk3_2	AGAP1	FALSE	2	236402733	237040444
CACNA1C_wk3_2	HYOU1	FALSE	HG299_PATCH	118914898	118927912
CACNA1C_wk3_2	PARK7	FALSE	1	8014351	8045565
CACNA1C_wk3_2	RPS13	FALSE	11	17095936	17099334
CACNA1C_wk3_2	RAB3A	FALSE	19	18307594	18314884
CACNA1C_wk3_2	NCAM1	FALSE	11	112831997	113149158
CACNA1C_wk3_2	PYGB	FALSE	20	25228705	25278650
CACNA1C_wk3_2	HSPA9	FALSE	5	137890571	137911133
CACNA1C_wk3_2	RAB6B	FALSE	3	133543083	133614680
CACNA1C_wk3_2	HNRNPAB	FALSE	5	177631508	177638164
CACNA1C_wk3_2	HRAS	FALSE	11	532242	537287
CACNA1C_wk3_2	PABPC1	FALSE	8	101698044	101735037
CACNA1C_wk3_2	PPIP5K1	FALSE	15	43825660	43882430
CACNA1C_wk3_2	GNG2	FALSE	14	52292913	52446060
CACNA1C_wk3_2	TPM1	FALSE	15	63334831	63364114
CACNA1C_wk3_2	RPL11	FALSE	1	24018269	24022915
CACNA1C_wk3_2	TPI1	FALSE	12	6976283	6980112
CACNA1C_wk3_2	TRPC5	FALSE	X	111017543	111326004
CACNA1C_wk3_2	BBX	FALSE	3	107241783	107530171
CACNA1C_wk3_2	HSP90AB1	FALSE	6	44214824	44221620
CACNA1C_wk3_2	ATP5J2	FALSE	7	99046098	99063954
CACNA1C_wk3_2	KIF2A	FALSE	5	61601989	61833076
CACNA1C_wk3_2	RPS17L	FALSE	15	83205504	83209315
CACNA1C_wk3_2	ATP6V1B2	FALSE	8	20054878	20084330
CACNA1C_wk3_2	TKT	FALSE	3	53258723	53290068
CACNA1C_wk3_2	SRSF3	FALSE	6	36562145	36573377
CACNA1C_wk3_2	HIST1H2BK	FALSE	6	27106073	27114619
CACNA1C_wk3_2	HIST1H3A	FALSE	6	27858093	27860884
CACNA1C_wk3_2	RAN	FALSE	12	131356424	131362223
CACNA1C_wk3_2	LRRC59	FALSE	17	48452420	48474914
CACNA1C_wk3_2	GRHPR	FALSE	9	37422663	37436987
CACNA1C_wk3_2	RAB3B	FALSE	1	52373628	52456436
CACNA1C_wk3_2	CLIC1	FALSE	HSCHR6_MHC_QBL	31688591	31697781
CACNA1C_wk3_2	PRPF19	FALSE	11	60658202	60674060
CACNA1C_wk3_2	PTGES3	FALSE	12	57057127	57082159
CACNA1C_wk3_2	TAGLN3	FALSE	3	111717511	111732734
CACNA1C_wk3_2	ARL6IP1	FALSE	16	18802991	18813000
CACNA1C_wk3_2	RAB18	FALSE	10	27793197	27831143
CACNA1C_wk3_2	PDIA6	FALSE	2	10923517	10978103
CACNA1C_wk3_2	ATP5A1	FALSE	18	43664110	43684300
CACNA1C_wk3_2	LRRC47	FALSE	1	3696784	3713068
CACNA1C_wk3_2	MRPL14	FALSE	6	44081194	44095194
CACNA1C_wk3_2	DSG1	FALSE	18	28898052	28936992
CACNA1C_wk3_2	VAT1L	FALSE	16	77822427	78014004
CACNA1C_wk3_2	STMN1	FALSE	1	26210672	26233482
CACNA1C_wk3_2	CHTOP	FALSE	1	153606525	153618782
CACNA1C_wk3_2	DYNLRB1	FALSE	20	33104214	33128762
CACNA1C_wk3_2	NMT1	FALSE	17	43128978	43186384
CACNA1C_wk3_2	PDZD11	FALSE	X	69506445	69510364
CACNA1C_wk3_2	ILF2	FALSE	1	153634512	153643524
CACNA1C_wk3_2	SEPT5	FALSE	22	19701987	19712295
CACNA1C_wk3_2	HSD17B12	FALSE	11	43577986	43878167
CACNA1C_wk3_2	MRPL16	FALSE	11	59573608	59578345
CACNA1C_wk3_2	APRT	FALSE	16	88875747	88878352
CACNA1C_wk3_2	KPNA5	FALSE	6	117002350	117063029
CACNA1C_wk3_2	MAPT	FALSE	17	43971748	44105700
CACNA1C_wk3_2	RHOA	FALSE	3	49396578	49450431
CACNA1C_wk3_2	RSPO2	FALSE	8	108911544	109095913
CACNA1C_wk3_2	RAB1A	FALSE	2	65297835	65357240
CACNA1C_wk3_2	EHD1	FALSE	11	64619114	64655768
CACNA1C_wk3_2	TUBB3	FALSE	16	89987800	90005169
CACNA1C_wk3_2	GTF2I	FALSE	HG1257_PATCH	74122661	74225649
CACNA1C_wk3_2	AP1M1	FALSE	19	16308389	16346160
CACNA1C_wk3_2	RAB35	FALSE	12	120532899	120555306
CACNA1C_wk3_2	RAB2B	FALSE	14	21927179	21945132
CACNA1C_wk3_2	IGF2BP3	FALSE	7	23349828	23510086
CACNA1C_wk3_2	IARS	FALSE	9	94972489	95056038
CACNA1C_wk3_2	HSPA2	FALSE	14	65002623	65009955
CACNA1C_wk3_2	FAU	FALSE	11	64888100	64889945
CACNA1C_wk3_2	AP2A2	FALSE	11	924894	1012239
CACNA1C_wk3_2	RPS19	FALSE	19	42363988	42376994
CACNA1C_wk3_2	GNA11	FALSE	19	3094408	3124002
CACNA1C_wk3_2	PFN2	FALSE	3	149682691	149768575
CACNA1C_wk3_2	FYTTD1	FALSE	3	197464050	197514467
CACNA1C_wk3_2	SPOCK3	FALSE	4	167654535	168155947
CACNA1C_wk3_2	H2AFX	FALSE	11	118964564	118966177
CACNA1C_wk3_2	PSMD2	FALSE	3	184016497	184026842
CACNA1C_wk3_2	STX7	FALSE	6	132767006	132834337
CACNA1C_wk3_2	HSPA12A	FALSE	10	118430703	118502085
CACNA1C_wk3_2	SPTAN1	FALSE	9	131314866	131395941
CACNA1C_wk3_2	ACTR2	FALSE	2	65454887	65498387
CACNA1C_wk3_2	PSMD13	FALSE	11	236546	252983
CACNA1C_wk3_2	FARP1	FALSE	13	98794816	99102027
CACNA1C_wk3_2	ALDH2	FALSE	12	112204691	112247782
CACNA1C_wk3_2	ALDH18A1	FALSE	10	97365696	97416463
CACNA1C_wk3_2	H2AFY	FALSE	5	134669590	134735604
CACNA1C_wk3_2	PAK2	FALSE	3	196466728	196559518
CACNA1C_wk3_2	RAB39B	FALSE	X	154487526	154493874
CACNA1C_wk3_2	MTCH2	FALSE	11	47638867	47664175
CACNA1C_wk3_2	CADM1	FALSE	11	115039938	115375675
CACNA1C_wk3_2	PAK5	FALSE	20	9518036	9819689
CACNA1C_wk3_2	NONO	FALSE	X	70503042	70521018
CACNA1C_wk3_2	NPM1	FALSE	5	170814120	170838141
CACNA1C_wk3_2	HMGCS1	FALSE	5	43289497	43313614
CACNA1C_wk3_2	GAPDH	FALSE	12	6643093	6647537
CACNA1C_wk3_2	EEF1A2	FALSE	20	62119366	62130505
CACNA1C_wk3_2	UBE2V1	FALSE	20	48697661	48732496
CACNA1C_wk3_2	HIST2H3A	FALSE	1	149784826	149785236
CACNA1C_wk3_2	VDAC2	FALSE	10	76969912	76991206
CACNA1C_wk3_2	MACF1	FALSE	1	39546988	39952849
CACNA1C_wk3_2	TOP1	FALSE	20	39657458	39753127
CACNA1C_wk3_2	EPB41	FALSE	1	29213603	29446553
CACNA1C_wk3_2	ENSG00000256500	FALSE	14	104029299	104152261
CACNA1C_wk3_2	IPO5	FALSE	13	98605912	98676551
CACNA1C_wk3_2	RPS27A	FALSE	2	55459039	55462989
CACNA1C_wk3_2	RAB3C	FALSE	5	57878048	58155213
CACNA1C_wk3_2	HIST1H1D	FALSE	6	26234440	26235216
CACNA1C_wk3_2	KPNB1	FALSE	17	45726842	45762871
CACNA1C_wk3_2	SPTBN2	FALSE	11	66452719	66496697
CACNA1C_wk3_2	RPL18	FALSE	19	49118585	49122793
CACNA1C_wk3_2	SERBP1	FALSE	1	67873493	67896098
CACNA1C_wk3_2	CRBN	FALSE	3	3190676	3221394
CACNA1C_wk3_2	SEC22B	FALSE	HG1292_PATCH	120698575	120719144
CACNA1C_wk3_2	PSMD6	FALSE	3	63996225	64009658
CACNA1C_wk3_2	PSMD7	FALSE	16	74330673	74340186
CACNA1C_wk3_2	PSMC4	FALSE	19	40476912	40487348
CACNA1C_wk3_2	DST	FALSE	6	56322785	56819426
CACNA1C_wk3_2	DPYSL3	FALSE	5	146770374	146889619
CACNA1C_wk3_2	PLEC	FALSE	8	144989321	145050902
CACNA1C_wk3_2	DDAH1	FALSE	1	85784164	86043933
CACNA1C_wk3_2	CPEB4	FALSE	5	173315283	173388979
CACNA1C_wk3_2	DARS	FALSE	2	136664247	136743670
CACNA1C_wk3_2	NUTF2	FALSE	16	67880635	67906470
CACNA1C_wk3_2	DDX3X	FALSE	X	41192651	41223725
CACNA1C_wk3_2	TOMM70	FALSE	3	100082275	100120242
CACNA1C_wk3_2	VIM	FALSE	10	17270258	17279592
CACNA1C_wk3_2	DLD	FALSE	7	107531415	107572175
CACNA1C_wk3_2	ACTN4	FALSE	19	39138289	39222223
CACNA1C_wk3_2	IGF2BP2	FALSE	3	185361527	185542844
CACNA1C_wk3_2	SNRNP200	FALSE	2	96940074	96971297
CACNA1C_wk3_2	MAP1A	FALSE	15	43803156	43823818
CACNA1C_wk3_2	H2AFZ	FALSE	4	100869243	100871545
CACNA1C_wk3_2	FSCN1	FALSE	7	5632439	5646286
CACNA1C_wk3_2	DYNC1LI1	FALSE	3	32567463	32612366
CACNA1C_wk3_2	RPL17	FALSE	18	47014851	47018906
CACNA1C_wk3_2	ARPC2	FALSE	2	219081817	219119079
CACNA1C_wk3_2	TPM3	FALSE	1	154127784	154167124
CACNA1C_wk3_2	RAB4A	FALSE	1	229406822	229441641
CACNA1C_wk3_2	EWSR1	FALSE	22	29663998	29696515
CACNA1C_wk3_2	RPS15	FALSE	19	1438358	1440583
CACNA1C_wk3_2	HIBCH	FALSE	2	191054461	191208919
CACNA1C_wk3_2	RPL30	FALSE	8	99037079	99058697
CACNA1C_wk3_2	ECHS1	FALSE	10	135175984	135187193
CACNA1C_wk3_2	HSP90AA1	FALSE	14	102547075	102606036
CACNA1C_wk3_2	CALR	FALSE	19	13049392	13055303
CACNA1C_wk3_2	SEPT3	FALSE	22	42372276	42394225
CACNA1C_wk3_2	CLTB	FALSE	5	175819456	175843570
CACNA1C_wk3_2	FLG2	FALSE	1	152321211	152332482
CACNA1C_wk3_2	SYNE2	FALSE	14	64319683	64693165
CACNA1C_wk3_2	PPP1CB	FALSE	2	28974506	29025806
CACNA1C_wk3_2	LYPLA2	FALSE	1	24117460	24122029
CACNA1C_wk3_2	TUBA1C	FALSE	12	49582519	49667114
CACNA1C_wk3_2	ACTC1	FALSE	15	35080297	35088340
CACNA1C_wk3_2	SON	FALSE	21	34914924	34949812
CACNA1C_wk3_2	PDE4B	FALSE	1	66258197	66840259
CACNA1C_wk3_2	RUFY3	FALSE	4	71569921	71673032
CACNA1C_wk3_2	GLUD1	FALSE	10	88810243	88854623
CACNA1C_wk3_2	RPS25	FALSE	11	118886422	118889401
CACNA1C_wk3_2	ACLY	FALSE	17	40023161	40086795
CACNA1C_wk3_2	CTTN	FALSE	11	70244510	70282690
CACNA1C_wk3_2	ARF3	FALSE	12	49329506	49351334
CACNA1C_wk3_2	PSMD8	FALSE	19	38865176	38874464
CACNA1C_wk3_2	PA2G4	FALSE	12	56498103	56507691
CACNA1C_wk3_2	CANX	FALSE	5	179105629	179157926
CACNA1C_wk3_2	EIF3F	FALSE	11	7991798	8023409
CACNA1C_wk3_2	OXCT1	FALSE	5	41730167	41870621
CACNA1C_wk3_2	RPS2	FALSE	16	2012053	2014861
CACNA1C_wk3_2	SNCA	FALSE	4	90645250	90759466
CACNA1C_wk3_2	PRKACA	FALSE	19	14202500	14228896
CACNA1C_wk3_2	INA	FALSE	10	105036920	105050108
CACNA1C_wk3_2	HSPA5	FALSE	9	127997132	128003609
CACNA1C_wk3_2	RAB7A	FALSE	3	128444965	128533639
CACNA1C_wk3_2	ACAT1	FALSE	11	107992243	108018503
CACNA1C_wk3_2	CCT2	FALSE	12	69979114	69995350
CACNA1C_wk3_2	ATP5O	FALSE	21	35275757	35288284
CACNA1C_wk3_2	SFPQ	FALSE	1	35641979	35658749
CACNA1C_wk3_2	CS	FALSE	12	56665483	56694176
CACNA1C_wk3_2	DDX1	FALSE	2	15731302	15771235
CACNA1C_wk3_2	OSBPL8	FALSE	12	76745577	76953589
CACNA1C_wk3_2	ERC2	FALSE	3	55542336	56502391
CACNA1C_wk3_2	VBP1	FALSE	X	154425284	154468098
CACNA1C_wk3_2	FUS	FALSE	16	31191431	31203127
CACNA1C_wk3_2	IDH1	FALSE	2	209100951	209130798
CACNA1C_wk3_2	DNM1L	FALSE	12	32832134	32898486
CACNA1C_wk3_2	MAPRE3	FALSE	2	27193480	27250064
CACNA1C_wk3_2	WDR47	FALSE	1	109512836	109584850
CACNA1C_wk3_2	MATR3	FALSE	5	138609441	138667360
CACNA1C_wk3_2	RPL35A	FALSE	3	197676858	197683481
CACNA1C_wk3_2	HIST1H4A	FALSE	6	26281283	26285762
CACNA1C_wk3_2	ATP1B3	FALSE	3	141594966	141645356
CACNA1C_wk3_2	SNCG	FALSE	10	88718375	88723017
CACNA1C_wk3_2	MAP2	FALSE	2	210288782	210598842
CACNA1C_wk3_2	CAP1	FALSE	1	40505905	40538321
CACNA1C_wk3_2	LRBA	FALSE	4	151185594	151936879
CACNA1C_wk3_2	RPL12	FALSE	9	130209953	130213684
CACNA1C_wk3_2	NACA	FALSE	12	57106212	57125412
CACNA1C_wk3_2	RAB10	FALSE	2	26256976	26360323
CACNA1C_wk3_2	HINT1	FALSE	5	130494720	130507428
CACNA1C_wk3_2	CYB5R3	FALSE	22	43013846	43045574
CACNA1C_wk3_2	PRKRA	FALSE	2	179296141	179316239
CACNA1C_wk3_2	CTNND1	FALSE	11	57520715	57587018
CACNA1C_wk3_2	TBC1D10B	FALSE	16	30368423	30381585
CACNA1C_wk3_2	FAHD1	FALSE	16	1876968	1890208
CACNA1C_wk3_2	CLASP1	FALSE	2	122095352	122407163
CACNA1C_wk3_2	ATP2A2	FALSE	12	110718561	110788898
CACNA1C_wk3_2	RPL8	FALSE	8	146015150	146017972
CACNA1C_wk3_2	DECR1	FALSE	8	91013633	91064320
CACNA1C_wk3_2	DNM3	FALSE	1	171810621	172387606
CACNA1C_wk3_2	SLC25A12	FALSE	2	172640880	172864766
CACNA1C_wk3_2	SEPT2	FALSE	2	242254515	242293442
CACNA1C_wk3_2	HPX	FALSE	11	6452279	6463847
CACNA1C_wk3_2	AP3B2	FALSE	15	83328033	83378666
CACNA1C_wk3_2	PEBP1	FALSE	12	118573663	118583389
CACNA1C_wk3_2	GDI1	FALSE	X	153665266	153671814
CACNA1C_wk3_2	ATP5F1	FALSE	1	111991486	112005395
CACNA1C_wk3_2	GTF2B	FALSE	1	89318615	89357627
CACNA1C_wk3_2	HSP90B1	FALSE	12	104323885	104347423
CACNA1C_wk3_2	RAB6A	FALSE	11	73386683	73472182
CACNA1C_wk3_2	PSMA7	FALSE	20	60711791	60718496
CACNA1C_wk3_2	UQCRC2	FALSE	16	21963981	21994981
CACNA1C_wk3_2	FSD1	FALSE	19	4304597	4323840
CACNA1C_wk3_2	SRRM2	FALSE	16	2802330	2822539
CACNA1C_wk3_2	SYNM	FALSE	15	99638420	99675798
CACNA1C_wk3_2	RPL13	FALSE	16	89627065	89630950
CACNA1C_wk3_2	TCP1	FALSE	6	160199530	160210781
CACNA1C_wk3_2	PDCD6IP	FALSE	3	33839844	33911194
CACNA1C_wk3_2	RPL26	FALSE	17	8280838	8286531
CACNA1C_wk3_2	CRIP2	FALSE	14	105939299	105946499
